COUNTRY,HOLDER NAME,ISSUER,ISIN,NET SHORT POSITION (%),POSITION DATE,POSITION CLOSE DATE,MARKET VALUE,NO SHARES,PROCESS DATE,REMARKS
SPAIN,ZADIG GESTION (LUXEMBOURG) S.A. ,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",ES0126775032,0.515,9/12/2012,,,,2/27/2013,
SPAIN,AMBER CAPITAL LP ,"DISTRIBUIDORA INTERNACIONAL DE ALIMENTACION, S.A.",ES0126775032,0.685,1/19/2012,,,,2/27/2013,
SPAIN,BLACKROCK LUXEMBOURG ,"ENCE ENERGIA Y CELULOSA, S.A.",ES0130625512,0.506,6/1/2011,,,,2/27/2013,
SPAIN,GARTMORE INVESTMENT LIMITED ,"ERCROS, S.A.",ES0125140A14,0.59,1/25/2011,,,,2/27/2013,
SPAIN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,1.07,2/5/2013,,,,2/27/2013,
SPAIN,MARSHALL WACE LLP ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,1.41,2/20/2013,,,,2/27/2013,
SPAIN,AMBER CAPITAL UK LLP ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.5,2/25/2013,,,,2/27/2013,
SPAIN,AMBER CAPITAL UK LLP ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.5,2/25/2013,,,,2/27/2013,
SPAIN,FORTELUS CAPITAL MANAGEMENT LLP ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.58,3/23/2012,,,,2/27/2013,
SPAIN,AMBER CAPITAL LP ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.999,3/12/2012,,,,2/27/2013,
SPAIN,LONE PINE CAPITAL LLC ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.556,8/31/2011,,,,2/27/2013,
SPAIN,UBS O´CONNOR LIMITED ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.525,8/9/2011,,,,2/27/2013,
SPAIN,CAZENOVE CAPITAL MANAGEMENT LTD ,"FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.",ES0122060314,0.55,6/10/2010,,,,2/27/2013,
SPAIN,BLACROCK INVESTMENT MANAGEMENT (UK) LIMITED ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.51,2/15/2013,,,,2/27/2013,
SPAIN,"ALDEN GLOBAL VALUE RECOVERY MASTER FUND, L.P. ","GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.56,11/6/2012,,,,2/27/2013,
SPAIN,MARSHALL WACE LLP ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.54,11/1/2012,,,,2/27/2013,
SPAIN,JPMORGAN ASSET MANAGEMENT (UK) LIMITED ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.539,7/11/2012,,,,2/27/2013,
SPAIN,BLACKROCK LUXEMBOURG ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.659,6/20/2012,,,,2/27/2013,
SPAIN,UBS O´CONNOR LIMITED ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.52,6/7/2012,,,,2/27/2013,
SPAIN,OXFORD ASSET MANAGEMENT ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.6,6/1/2012,,,,2/27/2013,
SPAIN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.521,5/17/2012,,,,2/27/2013,
SPAIN,"S.A.C. CAPITAL ADVISORS, L.P. ","GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.717,4/13/2012,,,,2/27/2013,
SPAIN,HIGHBRIDGE CAPITAL MANAGEMENT LLC ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.573,4/4/2012,,,,2/27/2013,
SPAIN,ALTAIR INVESTMENT MANAGEMENT LIMITED ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.666,3/9/2012,,,,2/27/2013,
SPAIN,PICTET ASSET MANAGEMENT ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.51,3/9/2012,,,,2/27/2013,
SPAIN,GLG PARTNERS LP ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.534,2/29/2012,,,,2/27/2013,
SPAIN,JANA PARTNERS LLC ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.626,11/21/2011,,,,2/27/2013,
SPAIN,"CYGNUS ASSET MANAGEMENT SGIIC,S.A ","GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.709,6/23/2011,,,,2/27/2013,
SPAIN,MEDITOR CAPITAL MANAGEMENT LIMITED ,"GAMESA CORPORACION TECNOLOGICA, S.A.",ES0143416115,0.579,9/29/2010,,,,2/27/2013,
SPAIN,"MORTON HOLDINGS, INC. ","GRIFOLS, S.A.",ES0171996012,0.692,6/18/2012,,,,2/27/2013,
SPAIN,DALTON CAPITAL (GUERNSEY) LIMITED ,"GRIFOLS, S.A.",ES0171996012,0.54,4/23/2012,,,,2/27/2013,
SPAIN,JOHN A. GRIFFIN ,"GRIFOLS, S.A.",ES0171996012,0.78,9/15/2011,,,,2/27/2013,
SPAIN,"EMINENCE CAPITAL, LLC ","GRIFOLS, S.A.",ES0171996012,0.67,2/7/2011,,,,2/27/2013,
SPAIN,MAGNETAR CAPITAL LLC ,"GRIFOLS, S.A.",ES0171996012,0.582,12/2/2010,,,,2/27/2013,
SPAIN,ADELPHI CAPITAL LLP ,"GRIFOLS, S.A.",ES0171996012,0.658,6/10/2010,,,,2/27/2013,
SPAIN,ADELPHI CAPITAL LLP ,"INDRA SISTEMAS, S.A.",ES0118594417,0.94,2/1/2013,,,,2/27/2013,
SPAIN,MEDITOR CAPITAL MANAGEMENT LIMITED ,"INDRA SISTEMAS, S.A.",ES0118594417,1.59,11/1/2012,,,,2/27/2013,
SPAIN,"MORTON HOLDINGS, INC. ","INDRA SISTEMAS, S.A.",ES0118594417,1.58,11/1/2012,,,,2/27/2013,
SPAIN,ANTIPODEAN ADVISORS LLC ,"INDRA SISTEMAS, S.A.",ES0118594417,0.52,1/2/2013,,,,2/27/2013,
SPAIN,"HOPLITE CAPITAL MANAGEMENT, LLC ","INDRA SISTEMAS, S.A.",ES0118594417,1.5,2/1/2013,,,,2/27/2013,
SPAIN,"LANSDOWNE PARTNERS LIMITED, BEING THE GENERAL PARTNER OF LANSDOWNE PARTNERS LIMITED PARTNERSHIP ","INDRA SISTEMAS, S.A.",ES0118594417,0.65,2/19/2013,,,,2/27/2013,
SPAIN,COLUMBUS CIRCLE INVESTORS ,"INDRA SISTEMAS, S.A.",ES0118594417,0.52,1/17/2013,,,,2/27/2013,
SPAIN,"EMINENCE CAPITAL, LLC ","INDRA SISTEMAS, S.A.",ES0118594417,0.59,11/5/2012,,,,2/27/2013,
SPAIN,ODEY ASSET MANAGEMENT LLP ,"INDRA SISTEMAS, S.A.",ES0118594417,0.69,10/17/2012,,,,2/27/2013,
SPAIN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP ,"INDRA SISTEMAS, S.A.",ES0118594417,0.566,5/18/2012,,,,2/27/2013,
SPAIN,VIKING GLOBAL INVESTORS LP ,"INDRA SISTEMAS, S.A.",ES0118594417,0.537,5/9/2012,,,,2/27/2013,
SPAIN,MARSHALL WACE LLP ,"INDRA SISTEMAS, S.A.",ES0118594417,0.58,4/16/2012,,,,2/27/2013,
SPAIN,GLG PARTNERS LP ,"INDRA SISTEMAS, S.A.",ES0118594417,0.606,4/2/2012,,,,2/27/2013,
SPAIN,HSBC GLOBAL ASSET MANAGEMENT (UK) LIMITED ,"INDRA SISTEMAS, S.A.",ES0118594417,0.575,1/18/2012,,,,2/27/2013,
SPAIN,HIGHBRIDGE CAPITAL MANAGEMENT LLC ,"INDRA SISTEMAS, S.A.",ES0118594417,0.513,12/9/2011,,,,2/27/2013,
SPAIN,THIRD POINT LLC ,"INDRA SISTEMAS, S.A.",ES0118594417,0.58,9/21/2011,,,,2/27/2013,
SPAIN,CENTAURUS CAPITAL LIMITED PARTNERSHIP ,"LA SEDA DE BARCELONA, S.A.",ES0175290115,0.868,7/22/2010,,,,2/27/2013,
SPAIN,JPMORGAN ASSET MANAGEMENT (UK) LIMITED ,"LABORATORIOS FARMACEUTICOS ROVI, S.A",ES0157261019,0.599,3/15/2011,,,,2/27/2013,
SPAIN,STEADFAST CAPITAL MANAGEMENT LP ,"MAPFRE, S.A.",ES0124244E34,0.6,11/2/2012,,,,2/27/2013,
SPAIN,HIGHBRIDGE CAPITAL MANAGEMENT LLC ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.69,2/19/2013,,,,2/27/2013,
SPAIN,MILLENNIUM CAPITAL PARTNERS LLP ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.58,11/1/2012,,,,2/27/2013,
SPAIN,SAEMOR CAPITAL B.V. ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.52,11/1/2012,,,,2/27/2013,
SPAIN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION ","MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.595,8/6/2012,,,,2/27/2013,
SPAIN,OXFORD ASSET MANAGEMENT ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.593,6/15/2012,,,,2/27/2013,
SPAIN,SAEMOR EUROPE ALPHA FUND ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.519,12/13/2011,,,,2/27/2013,
SPAIN,"CARLSON CAPITAL, L.P. ","MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.53,8/18/2011,,,,2/27/2013,
SPAIN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.524,7/27/2011,,,,2/27/2013,
SPAIN,CENTAURUS CAPITAL LIMITED PARTNERSHIP ,"MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,1.46,12/3/2010,,,,2/27/2013,
SPAIN,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP ","MEDIASET ESPAÑA COMUNICACION, S.A.",ES0152503035,0.974,12/3/2010,,,,2/27/2013,
SPAIN,TT INTERNATIONAL ,"MELIA HOTELS INTERNATIONAL, S.A.",ES0176252718,0.582,8/7/2012,,,,2/27/2013,
SPAIN,OXFORD ASSET MANAGEMENT ,"MELIA HOTELS INTERNATIONAL, S.A.",ES0176252718,0.5,4/30/2012,,,,2/27/2013,
SPAIN,CQS (UK) LLP ,"MELIA HOTELS INTERNATIONAL, S.A.",ES0176252718,0.58,1/24/2012,,,,2/27/2013,
SPAIN,SAEMOR EUROPE ALPHA FUND ,"MELIA HOTELS INTERNATIONAL, S.A.",ES0176252718,0.559,9/15/2011,,,,2/27/2013,
SPAIN,AMBER CAPITAL LP ,"OBRASCON HUARTE LAIN, S.A.",ES0142090317,0.505,7/8/2010,,,,2/27/2013,
SPAIN,POLYGON GLOBAL PARTNERS LLP ,"PESCANOVA, S.A.",ES0169350016,0.791,2/9/2012,,,,2/27/2013,
SPAIN,OTUS CAPITAL MANAGEMENT ,"PESCANOVA, S.A.",ES0169350016,0.58,11/30/2011,,,,2/27/2013,
SPAIN,HIGHBRIDGE CAPITAL MANAGEMENT LLC ,"PROMOTORA DE INFORMACIONES, S.A.",ES0171743117,0.968,4/26/2012,,,,2/27/2013,
SPAIN,CHEYNE CAPITAL MANAGEMENT (UK) LLP ,"PROMOTORA DE INFORMACIONES, S.A.",ES0171743117,0.61,11/26/2010,,,,2/27/2013,
SPAIN,AMBER CAPITAL LP ,"PROMOTORA DE INFORMACIONES, S.A.",ES0171743117,1.615,11/12/2010,,,,2/27/2013,
SPAIN,ALTAIR INVESTMENT MANAGEMENT LIMITED ,"PROMOTORA DE INFORMACIONES, S.A.",ES0171743117,0.63,11/9/2010,,,,2/27/2013,
SPAIN,OTUS CAPITAL MANAGEMENT ,"PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.",ES0175438235,0.57,12/16/2011,,,,2/27/2013,
SPAIN,MEDITOR CAPITAL MANAGEMENT LIMITED ,"RED ELECTRICA CORPORACION, S.A.",ES0173093115,0.76,2/25/2013,,,,2/27/2013,
SPAIN,MARSHALL WACE LLP ,"RED ELECTRICA CORPORACION, S.A.",ES0173093115,0.555,7/13/2012,,,,2/27/2013,
SPAIN,HSBC BANK PLC ,"REPSOL, S.A.",ES0173516115,0.541,7/20/2012,,,,2/27/2013,
SPAIN,SOTHIC CAPITAL MANAGEMENT LLP ,"SACYR VALLEHERMOSO, S.A.",ES0182870214,0.52,11/1/2012,,,,2/27/2013,
SPAIN,ZADIG GESTION (LUXEMBOURG) S.A. ,"SACYR VALLEHERMOSO, S.A.",ES0182870214,0.59,1/16/2013,,,,2/27/2013,
SPAIN,JABRE CAPITAL PARTNERS SA ,"SACYR VALLEHERMOSO, S.A.",ES0182870214,0.52,11/1/2012,,,,2/27/2013,
SPAIN,GLG PARTNERS LP ,"TECNICAS REUNIDAS, S.A.",ES0178165017,0.61,2/7/2013,,,,2/27/2013,
SPAIN,MARSHALL WACE LLP ,"TECNICAS REUNIDAS, S.A.",ES0178165017,0.551,2/23/2012,,,,2/27/2013,
SPAIN,HIGHBRIDGE CAPITAL MANAGEMENT LLC ,"TECNICAS REUNIDAS, S.A.",ES0178165017,0.593,2/14/2012,,,,2/27/2013,
SPAIN,BLACKROCK LUXEMBOURG ,"TUBACEX, S.A.",ES0132945017,0.594,12/1/2011,,,,2/27/2013,
SPAIN,BLACKROCK INC. ,"TUBACEX, S.A.",ES0132945017,0.568,6/8/2011,,,,2/27/2013,
SPAIN,ENNISMORE FUND MANGEMENT LIMITED ,"VOCENTO, S.A.",ES0114820113,0.52,6/10/2010,,,,2/27/2013,
SPAIN,DALTON STRATEGIC PARTNERSHIP LLP ,"ZARDOYA OTIS, S.A.",ES0184933812,0.69,2/15/2013,,,,2/27/2013,
SPAIN,DALTON CAPITAL (GUERNSEY) LIMITED ,"ZARDOYA OTIS, S.A.",ES0184933812,0.6,12/4/2011,,,,2/27/2013,
SPAIN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP ,"ZELTIA, S.A.",ES0184940817,0.81,2/14/2013,,,,2/27/2013,
SWEDEN,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,AXIS AB,SE0000672354,1.12,1/28/2013,,,,2/27/2013,
SWEDEN,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,MEDA AB,SE0000221723,0.56,2/19/2013,,,,2/27/2013,
SWEDEN,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,ORIFLAME COSMETICS SA,SE0001174889,1.16,2/14/2013,,,,2/27/2013,
SWEDEN,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,SAS AB,SE0003366871,1.52,1/24/2013,,,,2/27/2013,
SWEDEN,ALDEN GLOBAL CAPITAL LIMITED,ENIRO AB,SE0004633956,0.99,11/1/2012,,,,2/27/2013,
SWEDEN,"AQR CAPITAL MANAGEMENT, LLC",ELEKTA AB,SE0000163628,0.71,11/1/2012,,,,2/27/2013,Korrigering
SWEDEN,"AQR CAPITAL MANAGEMENT, LLC",HEXAGON AB,SE0000103699,0.48,2/11/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"AQR CAPITAL MANAGEMENT, LLC",HUSQVARNA AB,SE0001662230,0.68,12/10/2012,,,,2/27/2013,
SWEDEN,"AQR CAPITAL MANAGEMENT, LLC",MTG AB,SE0000412371,0.64,11/7/2012,,,,2/27/2013,Korrigering
SWEDEN,"AQR CAPITAL MANAGEMENT, LLC",ORIFLAME COSMETICS SA,SE0001174889,0.49,12/17/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"AQR CAPITAL MANAGEMENT, LLC",SSAB AB,SE0000171100,0.79,2/1/2013,,,,2/27/2013,
SWEDEN,BLACKROCK ADVISORS (UK) LIMITED,HALDEX AB,SE0000105199,0.50,2/20/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",ALFA LAVAL AB,SE0000695876,0.48,11/15/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",BOLIDEN AB,SE0000869646,0.47,11/15/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",ELECTROLUX AB,SE0000103814,0.50,2/4/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",ELEKTA AB,SE0000163628,1.09,2/19/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",GETINGE AB,SE0000202624,0.70,1/4/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",HALDEX AB,SE0000105199,0.59,2/5/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",HEXAGON AB,SE0000103699,0.48,12/12/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",HUSQVARNA AB,SE0001662230,1.00,2/19/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",MEDA AB,SE0000221723,1.01,1/24/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",MODERN TIMES GROUP MTG AB,SE0000412371,0.57,2/18/2013,,,,2/27/2013,
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SCA,SE0000112724,0.48,11/14/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SKANSKA AB,SE0000113250,0.48,11/14/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SWEDISH MATCH AB,SE0000310336,0.48,2/6/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RATOS AB,SE0000111940,0.51,2/15/2013,,,,2/27/2013,
SWEDEN,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HALDEX AB,SE0000105199,0.47,2/4/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SWEDISH MATCH AB,SE0000310336,0.20,1/4/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,BNP PARIBAS SA,INDUSTRIVÄRDEN,SE0000107203,0.60,2/25/2013,,,,2/27/2013,
SWEDEN,BOCAGE CAPITAL LLC,HOLMEN AB,SE0000109290,0.45,2/1/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"CADIAN CAPITAL MANAGEMENT, LLC",AXIS AB,SE0000672354,4.92,11/1/2012,,,,2/27/2013,
SWEDEN,"CADIAN CAPITAL MANAGEMENT, LLC",ELEKTA AB,SE0000163628,2.77,2/15/2013,,,,2/27/2013,
SWEDEN,CAZENOVE CAPITAL MANAGEMENT LTD,JM AB,SE0000806994,0.49,11/23/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"D. E. SHAW & CO., L.P.",ELEKTA AB,SE0000163628,0.90,2/6/2013,,,,2/27/2013,
SWEDEN,"D. E. SHAW & CO., L.P.",JM AB,SE0000806994,0.90,2/15/2013,,,,2/27/2013,
SWEDEN,"D. E. SHAW & CO., L.P.",SSAB AB,SE0000171100,0.70,2/1/2013,,,,2/27/2013,
SWEDEN,EGERTON CAPITAL LIMITED,AXIS AB,SE0000672354,0.59,12/4/2012,,,,2/27/2013,
SWEDEN,EGERTON CAPITAL LIMITED ,JM AB,SE0000806994,0.56,11/19/2012,,,,2/27/2013,
SWEDEN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP,AXIS AB,SE0000672354,0.53,1/31/2013,,,,2/27/2013,
SWEDEN,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP,JM AB,SE0000806994,0.42,2/11/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,ENNISMORE FUND MANGEMENT LIMITED,NET INSIGHT AB,SE0000366098,1.26,11/1/2012,,,,2/27/2013,
SWEDEN,ENNISMORE FUND MANGEMENT LIMITED,NEW WAVE GROUP AB,SE0000426546,0.57,11/1/2012,,,,2/27/2013,
SWEDEN,ENNISMORE FUND MANAGEMENT LIMITED,NOBIA AB,SE0000949331,0.65,1/21/2013,,,,2/27/2013,
SWEDEN,ETON PARK INTERNATIONAL LLP,ALFA LAVAL AB,SE0000695876,1.39,11/1/2012,,,,2/27/2013,
SWEDEN,"GREENLIGHT CAPITAL, INC.",ELEKTA AB,SE0000163628,2.26,2/8/2013,,,,2/27/2013,
SWEDEN,HEADWATERS HOLDINGS LLC,MTG AB,SE0000412371,0.00,12/3/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,HEADWATERS HOLDINGS LLC,SSAB AB,SE0000171100,0.00,12/3/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"HEALTHCOR MANAGEMENT, L.P.",ELEKTA AB,SE0000163628,0.72,10/3/2012,,,,2/27/2013,
SWEDEN,HIGHBRIDGE CAPITAL MANAGEMENT LLC,SSAB AB,SE0000171100,0.55,2/22/2013,,,,2/27/2013,
SWEDEN,INVESTMENT AB ÖRESUND,MEKONOMEN AB,SE0002110064,0.53,10/8/2012,,,,2/27/2013,
SWEDEN,KYNIKOS ASSOCIATES LP,ELECTROLUX AB,SE0000103814,0.47,11/16/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,KYNIKOS ASSOCIATES LP,JM AB,SE0000806994,3.44,2/12/2013,,,,2/27/2013,
SWEDEN,KYNIKOS ASSOCIATES LP,SSAB AB,SE0000171100,2.41,11/1/2012,,,,2/27/2013,
SWEDEN,LANSDOWNE PARTNERS LIMITED,H&M AB,SE0000106270,0.51,1/30/2013,,,,2/27/2013,
SWEDEN,LANSDOWNE PARTNERS LIMITED,ATLAS COPCO AB,SE0000101032,1.27,11/2/2012,,,,2/27/2013,
SWEDEN,LANSDOWNE PARTNERS LIMITED,ELEKTA AB,SE0000163628,0.74,1/29/2013,,,,2/27/2013,
SWEDEN,LANSDOWNE PARTNERS LIMITED,SANDVIK AB  ,SE0000667891,0.61,12/18/2012,,,,2/27/2013,
SWEDEN,LOMBARD ODIER ASSET MANAGEMENT (EUROPE) LIMITED,PA RESOURCES AB,SE0000818569,2.57,11/9/2012,,,,2/27/2013,
SWEDEN,LONE PINE CAPITAL LLC,ELECTROLUX AB,SE0000103814,0.66,11/1/2012,,,,2/27/2013,
SWEDEN,LONE PINE CAPITAL LLC,ELEKTA AB,SE0000163628,0.46,11/13/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,LONE PINE CAPITAL LLC,HOLMEN AB,SE0000109290,0.81,11/1/2012,,,,2/27/2013,
SWEDEN,M2 CAPITAL MANAGEMENT,KUNGSLEDEN AB,SE0000549412,0.48,1/2/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,MAGNETAR FINANCIAL LLC,BILLERUDKORSNAS AB,SE0000862997,0.46,1/10/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,MARSHALL WACE LLP,ORIFLAME COSMETICS SA,SE0001174889,0.69,2/14/2013,,,,2/27/2013,
SWEDEN,MARSHALL WACE LLP,SECURITAS AB,SE0000163594,0.50,2/11/2013,,,,2/27/2013,
SWEDEN,MARSHALL WACE LLP,SKANSKA AB,SE0000113250,0.49,12/12/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,MARSHALL WACE LLP,SKF AB,SE0000108227,0.80,2/11/2013,,,,2/27/2013,
SWEDEN,MARSHALL WACE LLP,SSAB AB,SE0000171100,0.50,2/20/2013,,,,2/27/2013,
SWEDEN,"MAVERICK CAPITAL, LTD.",ELEKTA AB,SE0000163628,0.00,1/4/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,MORTON HOLDINGS INC.,ELEKTA AB,SE0000163628,0.00,2/6/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,MORTON HOLDINGS INC.,ORIFLAME COSMETICS SA,SE0001174889,2.01,11/1/2012,,,,2/27/2013,
SWEDEN,OCCO EASTERN EUROPEAN FUND ,ALLIANCE OIL COMPANY LIMITED,SE0000739286,0.61,2/21/2013,,,,2/27/2013,
SWEDEN,"OWL CREEK ASSET MANAGEMENT, L.P.",ELEKTA AB,SE0000163628,0.48,1/15/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,OXFORD ASSET MANAGEMENT,ACTIVE BIOTECH AB,SE0001137985,0.59,1/30/2013,,,,2/27/2013,
SWEDEN,OXFORD ASSET MANAGEMENT,SSAB AB,SE0000171100,0.16,11/29/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,PAN CAPITAL AB,AVANZA BANK AB,SE0000170110,1.60,11/1/2012,,,,2/27/2013,
SWEDEN,PAN CAPITAL AB,CONCENTRIC AB,SE0003950864,1.92,2/22/2013,,,,2/27/2013,
SWEDEN,PAN CAPITAL AB,HALDEX AB,SE0000105199,3.10,2/22/2013,,,,2/27/2013,
SWEDEN,PAN CAPITAL AB,LINDAB,SE0001852419,1.31,2/22/2013,,,,2/27/2013,
SWEDEN,PARVUS ASSET MANAGEMENT (UK) LLP,JM AB,SE0000806994,0.73,1/30/2013,,,,2/27/2013,
SWEDEN,PARVUS ASSET MANAGEMENT (UK) LLP,ORIFLAME COSMETICS SA,SE0001174889,0.34,11/15/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,PELHAM LONG SHORT MASTER FUND LTD,ORIFLAME COSMETICS SA,SE0001174889,1.79,11/1/2012,,,,2/27/2013,
SWEDEN,"SHEFFIELD ASSET MANAGEMENT, L.L.C.",ENIRO AB,SE0000718017,0.81,1/2/2013,,,,2/27/2013,
SWEDEN,"SIERRA GLOBAL MANAGEMENT, LLC",ENIRO AB,SE0000718017,1.24,1/8/2013,,,,2/27/2013,
SWEDEN,SSE OPPORTUNITIES ,DANNEMORA MINERAL ,SE0001879818,0.00,2/18/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,SUNRISE PARTNERS LIMITED PARTNERSHIP,MTG AB,SE0000412371,0.31,11/8/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,TT INTERNATIONAL,SSAB AB,SE0000171100,0.36,11/7/2012,,,,2/27/2013,Fallit under 0.5%
