COUNTRY,HOLDER NAME,ISSUER,ISIN,NET SHORT POSITION (%),POSITION DATE,POSITION CLOSE DATE,MARKET VALUE,NO SHARES,PROCESS DATE,REMARKS
SWEDEN,UBS O'CONNOR LIMITED,SSAB AB,SE0000171100,0.37,1/15/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,UBS O'CONNOR LIMITED,TRELLEBORG AB,SE0000114837,0.48,11/22/2012,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"YORK CAPITAL MANAGEMENT GLOBAL ADVISORS, LLC",RATOS AB,SE0000111940,0.42,1/30/2013,,,,2/27/2013,Fallit under 0.5%
SWEDEN,"ZBI EQUITIES, LLC",ELEKTA AB,SE0000163628,2.49,2/6/2013,,,,2/27/2013,
UNITED KINGDOM,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,BALFOUR BEATTY PLC,GB0000961622,0.92,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.94,11/28/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,PACE PLC,GB0006672785,4.12,11/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,AKO CAPITAL LLP FOR AKO MASTER FUND LIMITED,VICTREX PLC,GB0009292243,1.79,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"ANCHORAGE CAPITAL MASTER OFFSHORE, LTD.",LADBROKES PLC,GB00B0ZSH635,0.81,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",ADMIRAL GROUP PLC,GB00B02J6398,0.69,1/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",AGGREKO PLC,GB00B4WQ2Z29,0.6,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",BURBERRY GROUP PLC,GB0031743007,0.51,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",CAPITA PLC,GB00B23K0M20,0.79,12/17/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",CARNIVAL PLC,GB0031215220,0.51,1/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",ICAP PLC,GB0033872168,0.69,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",IMI PLC,GB0004579636,0.59,2/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",INTERTEK GROUP PLC,GB0031638363,0.39,11/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",INVENSYS PLC,GB00B19DVX61,0.42,12/7/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",LONMIN PLC,GB0031192486,0.49,2/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",MAN GROUP PLC,GB00B28KQ186,1.18,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",VEDANTA RESOURCES PLC,GB0033277061,0.59,1/22/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AQR CAPITAL MANAGEMENT, LLC",WEIR GROUP PLC,GB0009465807,1.09,1/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ARDEVORA ASSET MANAGEMENT LLP,OCADO GROUP PLC,GB00B3MBS747,0.33,11/7/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ARTEMIS INVESTMENT MANAGEMENT LLP,GREGGS PLC,GB00B63QSB39,0.5,12/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ARTEMIS INVESTMENT MANAGEMENT LLP,ICAP PLC,GB0033872168,0.67,1/10/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"AXIAL CAPITAL MANAGEMENT, LLC",TUI TRAVEL PLC,GB00B1Z7RQ77,0.49,12/18/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BARRINGTON WILSHIRE LLC,DARTY PLC,GB0033040113,1.6,1/29/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BARRINGTON WILSHIRE LLC,HOME RETAIL GROUP PLC,GB00B19NKB76,0.49,1/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BARRINGTON WILSHIRE LLC,MOTHERCARE PLC,GB0009067447,2.08,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BASSO HOLDINGS LTD.,SPORTINGBET PLC,GB0009516252,0,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BG MASTER FUND PLC,SUBSEA 7 SA,LU0075646355,0.66,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACK RIVER ASSET MANAGEMENT LLC,CARNIVAL PLC,GB0031215220,0.55,1/31/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK ADVISORS (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,0.52,2/19/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",ASHTEAD GROUP PLC,GB0000536739,0.58,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",CSR PLC,GB0034147388,0.57,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",ELECTROCOMPONENTS PLC,GB0003096442,0.49,2/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",HALMA PLC,GB0004052071,0.68,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",HAYS PLC,GB0004161021,0.47,11/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",HOWDEN JOINERY GROUP PLC,GB0005576813,0.49,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",IMAGINATION TECHNOLOGIES GROUP PLC,GB0009303123,0.49,1/22/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",LONDON STOCK EXCHANGE GROUP PLC,GB00B0SWJX34,0.49,11/16/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",MICHAEL PAGE INTERNATIONAL PLC,GB0030232317,0.46,1/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",MICRO FOCUS INTERNATIONAL PLC,GB00B83XCK58,0.45,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",PLAYTECH LIMITED,IM00B7S9G985,0.49,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",PREMIER FARNELL PLC,GB0003318416,0.48,1/22/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",PREMIER FOODS PLC,GB00B7N0K053,0.64,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",RENTOKIL INITIAL PLC,GB00B082RF11,0.48,1/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPECTRIS PLC,GB0003308607,0.39,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BLACKROCK INSTITUTIONAL TRUST COMPANY, NATIONAL ASSOCIATION",SPIRENT COMMUNICATIONS PLC,GB0004726096,0.67,2/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ADMIRAL GROUP PLC,GB00B02J6398,0.46,11/6/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,AMLIN PLC,GB00B2988H17,0.47,1/28/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BALFOUR BEATTY PLC,GB0000961622,0.48,11/8/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BARRATT DEVELOPMENTS PLC,GB0000811801,0.53,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BETFAIR GROUP PLC,GB00B44JTH01,1.51,11/5/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BODYCOTE PLC,GB00B3FLWH99,1.1,11/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BRITVIC PLC,GB00B0N8QD54,0.81,2/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,BUNZL PLC,GB00B0744B38,0.58,12/19/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPE PLC,JE00B5SJJD95,0.78,12/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CAPITAL SHOPPING CENTRES GROUP PLC,GB0006834344,0.49,1/24/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARILLION PLC,GB0007365546,1.1,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,CARPETRIGHT PLC,GB0001772945,2.57,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,COSTAIN GROUP PLC,GB00B64NSP76,2.18,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAIRY CREST GROUP PLC,GB0002502812,1.61,2/19/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DAISY GROUP PLC,GB00B61G9L20,1.14,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DARTY PLC,GB0033040113,1.19,1/29/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,DIGNITY PLC,GB00B4JZFN18,0.58,1/25/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,ELECTROCOMPONENTS PLC,GB0003096442,0.48,1/28/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,GREGGS PLC,GB00B63QSB39,1.74,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HALMA PLC,GB0004052071,0.44,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HAYS PLC,GB0004161021,0.6,12/14/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HIKMA PHARMACEUTICALS PLC,GB00B0LCW083,1.25,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,HOME RETAIL GROUP PLC,GB00B19NKB76,0.97,1/28/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,INTERSERVE PLC,GB0001528156,1.34,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,KIER GROUP PLC,GB0004915632,1.33,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LAIRD PLC,GB00B1VNST91,0.9,12/3/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,LONMIN PLC,GB0031192486,0.51,1/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARKS AND SPENCER GROUP PLC,GB0031274896,0.5,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MARSTONS PLC,GB00B1JQDM80,1.45,2/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEARS GROUP PLC,GB0005630420,2.79,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MEGGITT PLC,GB0005758098,0.47,2/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MITIE GROUP PLC,GB0004657408,0.91,1/28/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MONDI PLC,GB00B1CRLC47,0.44,11/13/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN CRUCIBLE CO. PLC,GB0006027295,0.59,2/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,MORGAN SINDALL GROUP PLC,GB0008085614,1.4,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,OCADO GROUP PLC,GB00B3MBS747,1.68,2/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PREMIER FOODS PLC,GB00B7N0K053,1.82,2/19/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,PZ CUSSONS PLC,GB00B19Z1432,0.57,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,QINETIQ GROUP PLC,GB00B0WMWD03,0.49,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RENTOKIL INITIAL PLC,GB00B082RF11,0.43,11/9/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,RPS GROUP PLC,GB0007594764,0.69,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SAVILLS PLC,GB00B135BJ46,0.59,1/22/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SERCO GROUP PLC,GB0007973794,1.32,1/29/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SIG PLC,GB0008025412,0.47,11/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SMITHS GROUP PLC,GB00B1WY2338,0.49,2/6/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,STOBART GROUP LTD,GB00B03HDJ73,1.72,11/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,SYNERGY HEALTH PLC,GB0030757263,1.12,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,TCLARKE PLC,GB0002015021,1.92,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,VEDANTA RESOURCES PLC,GB0033277061,0.54,11/12/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,VOLEX PLC,GB0009390070,1.9,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,WILMINGTON GROUP PLC,GB0009692319,0.97,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,WS ATKINS PLC,GB0000608009,0.8,11/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED,XP POWER LTD,SG9999003735,2.75,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLAU GMBH,HOME RETAIL GROUP PLC,GB00B19NKB76,2.28,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLAU GMBH,TUI TRAVEL PLC,GB00B1Z7RQ77,0.39,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLUE RIDGE CAPITAL L.L.C,OCADO GROUP PLC,GB00B3MBS747,2.19,11/26/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BLUE RIDGE CAPITAL L.L.C,WEIR GROUP PLC,GB0009465807,3.13,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BNP PARIBAS SA,HOCHSCHILD MINING PLC,GB00B1FW5029,0.49,11/5/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BNP PARIBAS SA ,ITV PLC,GB0033986497,0.64,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BNP PARIBAS SA ,SPORTINGBET PLC,GB0009516252,0.11,2/19/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BNP PARIBAS SA ,TUI TRAVEL PLC,GB00B1Z7RQ77,1.05,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BOCAGE CAPITAL LLC,LONMIN PLC,GB0031192486,0.87,1/11/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"BROOKDALE INTERNATIONAL PARTNERS, L.P. AND BROOKDALE GLOBAL OPPORTUNITY FUND",FASTNET OIL & GAS PLC,GB00B85HRF56,0,12/12/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,BTG PACTUAL EUROPE LLP,SPORTINGBET PLC,GB0009516252,0,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"CASTLE CREEK ARBITRAGE, LLC",TUI TRAVEL PLC,GB00B1Z7RQ77,0.5,1/2/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,APR ENERGY PLC,GB00B58D4C52,0.78,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,GENUS PLC,GB0002074580,0.53,1/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,HOMESERVE PLC,GB00B587FC42,0.81,12/21/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,KELLER GROUP,GB0004866223,0.17,11/15/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,MOTHERCARE PLC,GB0009067447,0.44,1/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CAZENOVE CAPITAL MANAGEMENT LIMITED,WETHERSPOON (J.D),GB0001638955,1.08,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CITADEL ADVISORS LLC,ARM HOLDINGS PLC,GB0000595859,0.49,1/25/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CLEARANCE CAPITAL LLP,A&J MUCKLOW GROUP,GB0006091408,0.84,2/15/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"COATUE MANAGEMENT, L.L.C.",HMV GROUP PLC,GB0031575722,1.15,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"COATUE MANAGEMENT, L.L.C.",WEIR GROUP PLC,GB0009465807,0.99,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CONATUS CAPITAL MANAGEMENT LP,HOME RETAIL GROUP PLC,GB00B19NKB76,1.1,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CONCORDIA VALUE STRATEGIES LTD,EDINBURGH INVESTMENT TRUST PLC,GB0003052338,0.49,2/7/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CQS (UK) LLP,ABERDEEN ASSET MANAGEMENT PLC,GB0000031285,0,11/2/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CQS (UK) LLP,CARNIVAL PLC,GB0031215220,0.7,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CQS (UK) LLP,ITV PLC,GB0033986497,0.5,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,CQS (UK) LLP,REED ELSEVIER PLC,GB00B2B0DG97,0.49,12/13/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",TUI TRAVEL PLC,GB00B1Z7RQ77,1.29,2/13/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"D. E. SHAW & CO. (U.K.), LTD.",WPP PLC,JE00B3DMTY01,1.14,1/30/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,BETFAIR GROUP PLC,GB00B44JTH01,0.44,11/19/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,OCADO GROUP PLC,GB00B3MBS747,1.48,2/20/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,PURECIRCLE LTD,BMG7300G1096,1.39,2/22/2013,,,,2/27/2013,
UNITED KINGDOM,DALTON STRATEGIC PARTNERSHIP LLP,TELECOM PLUS PLC,GB0008794710,1.15,11/19/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,1.1,11/30/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,DNB ASSET MANAGEMENT AS,DIALIGHT PLC,GB0033057794,0.79,12/11/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,FIRSTGROUP PLC,GB0003452173,2.32,1/8/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,GLENCORE INTERNATIONAL PLC,JE00B4T3BW64,0.71,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,REED ELSEVIER PLC,GB00B2B0DG97,0.58,1/9/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ELLIOTT MANAGEMENT CORPORATION,STAGECOACH GROUP PLC,GB00B6YTLS95,2.65,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",ADMIRAL GROUP PLC,GB00B02J6398,0.65,2/5/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,"EMINENCE CAPITAL, LLC",WH SMITH PLC,GB00B2PDGW16,1.91,1/21/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,APR ENERGY PLC,GB00B58D4C52,0.51,11/20/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,AVANTI COMMUNICATIONS GROUP,GB00B1VCNQ84,1.58,2/19/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CARPETRIGHT PLC,GB0001772945,0.69,1/16/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,CUPID PLC,GB00B4NJ4984,0.66,2/12/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,JJB SPORTS PLC,GB00B646JG43,1.82,11/1/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,OCADO GROUP PLC,GB00B3MBS747,0.99,11/26/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PREMIER FOODS PLC,GB00B7NOK053,1.63,2/18/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,ENNISMORE FUND MANAGEMENT LIMITED,PURECIRCLE LTD,BMG7300G1096,0,11/29/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FEROX CAPITAL LLP,ABERDEEN ASSET MANAGEMENT PLC,GB0000031285,0.09,11/14/2012,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FEROX CAPITAL LLP,HOCHSCHILD MINING PLC,GB00B1FW5029,0.49,1/17/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FEST N.V.,DIXONS RETAIL PLC,GB0000472455,3.42,1/14/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FEST N.V.,WH SMITH PLC,GB00B2PDGW16,3.91,1/28/2013,,,,2/27/2013,No Change from previous data
UNITED KINGDOM,FIL FUND MANAGEMENT LIMITED ,GREAT PORTLAND ESTATES PLC,GB00B01FLL16,0.47,11/19/2012,,,,2/27/2013,No Change from previous data
